"fnl_loc_mean","fnl_loc_stdev","fnl_loc_median","fnl_loc_errlo","fnl_loc_errup","b1_mean","b1_stdev","b1_median","b1_errlo","b1_errup","sigmas_mean","sigmas_stdev","sigmas_median","sigmas_errlo","sigmas_errup","sn0_mean","sn0_stdev","sn0_median","sn0_errlo","sn0_errup"
-1.139789359521230061e+01,7.290862352100194244e+01,-1.122200293422133655e+01,-7.684765283260293245e+01,5.559715950310658172e+01,2.566197467475556770e+00,2.498285753183743518e-01,2.576487276879817490e+00,2.316455619354734097e+00,2.813811471019183053e+00,1.204967546346160034e+01,6.175966876948505657e+00,1.105867843774254311e+01,6.257332536574357285e+00,1.810328960668839926e+01,1.512990809662050973e-04,7.189559399101243036e-04,1.458250242890590798e-04,-5.777871235867848652e-04,8.768155423794874326e-04
