"fnl_loc_mean","fnl_loc_stdev","fnl_loc_median","fnl_loc_errlo","fnl_loc_errup","b1_mean","b1_stdev","b1_median","b1_errlo","b1_errup","sigmas_mean","sigmas_stdev","sigmas_median","sigmas_errlo","sigmas_errup","sn0_mean","sn0_stdev","sn0_median","sn0_errlo","sn0_errup"
4.423576690439990244e+01,6.300943401842935288e+01,4.338817010256536832e+01,-1.813439579862404116e+01,1.054635304651794740e+02,2.667061013156237781e+00,1.599991200862258545e-01,2.659323008232051144e+00,2.508242990502973946e+00,2.826312353243864095e+00,6.289933753871293831e+00,3.983491543422367442e+00,5.914542179556332435e+00,1.914344823962204512e+00,1.051106170397726913e+01,4.149276468647442595e-01,3.878663906514012161e-01,4.619537217254974237e-01,8.362661003060711806e-04,8.305317138332435345e-01
