"fnl_loc_mean","fnl_loc_stdev","fnl_loc_median","fnl_loc_errlo","fnl_loc_errup","b1_mean","b1_stdev","b1_median","b1_errlo","b1_errup","sigmas_mean","sigmas_stdev","sigmas_median","sigmas_errlo","sigmas_errup","sn0_mean","sn0_stdev","sn0_median","sn0_errlo","sn0_errup"
-7.571761028203354726e+00,5.440211763790269117e+01,-8.242380554116550684e+00,-5.976792773510783263e+01,4.739453716979301134e+01,2.686153960893273407e+00,1.608574639302093323e-01,2.678741337925749200e+00,2.525177436234769424e+00,2.845720903467806817e+00,6.309942522938194465e+00,3.989786952924839980e+00,6.007870025209356868e+00,1.899021637681585384e+00,1.073397466927079336e+01,4.139624822862761344e-01,3.935289038971795939e-01,4.674733108762245681e-01,6.870412437724581628e-04,8.312375497617069398e-01
