"fnl_loc_mean","fnl_loc_stdev","fnl_loc_median","fnl_loc_errlo","fnl_loc_errup","b1_mean","b1_stdev","b1_median","b1_errlo","b1_errup","sigmas_mean","sigmas_stdev","sigmas_median","sigmas_errlo","sigmas_errup","sn0_mean","sn0_stdev","sn0_median","sn0_errlo","sn0_errup"
1.041904667020392452e+02,1.223971373154855087e+02,8.824688912791327766e+01,6.917768236608822008e+00,2.123477347811419804e+02,2.615898630093911326e+00,5.207684454941707841e-01,2.608581987227326149e+00,2.082482715367857562e+00,3.155147188458369722e+00,1.353936422511304372e+01,8.427457822133300525e+00,1.270560354268750380e+01,4.032677943176415702e+00,2.380355423903383638e+01,7.165050735505479882e-05,1.001097164271453482e-03,8.792663404966205576e-05,-9.305794067956403137e-04,1.059249834242992350e-03
