"fnl_loc_mean","fnl_loc_stdev","fnl_loc_median","fnl_loc_errlo","fnl_loc_errup","b1_mean","b1_stdev","b1_median","b1_errlo","b1_errup","sigmas_mean","sigmas_stdev","sigmas_median","sigmas_errlo","sigmas_errup","sn0_mean","sn0_stdev","sn0_median","sn0_errlo","sn0_errup"
-7.045215352989042223e+00,7.947968256065331616e+01,-9.066863022945028661e+00,-7.600060895947169115e+01,6.002280722562932169e+01,2.538285205150864421e+00,3.188651265234155874e-01,2.550682602413048894e+00,2.212218434303612202e+00,2.854380922762626671e+00,1.185097150302848057e+01,6.433697979402547951e+00,1.093439997151174481e+01,5.530492778946490162e+00,1.829527326311255919e+01,1.655858534385653365e-04,7.706380054028528917e-04,1.676771097525175946e-04,-6.194954443700106950e-04,9.350327844170891467e-04
