"fnl_loc_mean","fnl_loc_stdev","fnl_loc_median","fnl_loc_errlo","fnl_loc_errup","b1_mean","b1_stdev","b1_median","b1_errlo","b1_errup","sigmas_mean","sigmas_stdev","sigmas_median","sigmas_errlo","sigmas_errup","sn0_mean","sn0_stdev","sn0_median","sn0_errlo","sn0_errup"
4.272828078780882777e+01,1.253319630234774422e+02,3.875933278020067974e+01,-4.295144177276006303e+01,1.365687795623898637e+02,2.567737855264733415e+00,5.608474029895553770e-01,2.570726994385087671e+00,2.001125293613950973e+00,3.142748505427240158e+00,1.330096766029036104e+01,8.468782211598286480e+00,1.262675262277641508e+01,3.712762185311395680e+00,2.345039259230185635e+01,7.156584411443813441e-05,9.912194414146591626e-04,5.972264389697556908e-05,-8.921140213855752264e-04,1.079550140419494042e-03
